Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Ratio (A_r_log),num_nodes,automorphism_score,head
0.0022505667326309267,0.6143345318289859,0.22866906365797168,2365,-0.7713309363420283,2708,0.12666174298375188,Cora_0, 0.88
0.002224657396760842,0.613602042504848,0.22720408500969602,2407,-0.7727959149903041,2708,0.1111521418020679,Cora_alpha0.1
0.002236112050513932,0.6139269263374323,0.22785385267486458,2403,-0.7721461473251354,2708,0.11262924667651408,Cora_alpha0.2
0.002237475699770252,0.6139654920792587,0.2279309841585173,2405,-0.7720690158414827,2708,0.11189069423929099,Cora_alpha0.30000000000000004
0.0022273846952734827,0.6136795472736201,0.22735909454724013,2421,-0.77264090545276,2708,0.10598227474150668,Cora_alpha0.4
0.0022265665057196907,0.6136563058119568,0.2273126116239138,2428,-0.7726873883760863,2708,0.10339734121122601,Cora_alpha0.5
0.002226293775868426,0.6136485567601485,0.22729711352029702,2428,-0.7727028864797031,2708,0.10339734121122601,Cora_alpha0.6
0.002220566448991881,0.6134856070139262,0.22697121402785225,2430,-0.7730287859721476,2708,0.10265878877400292,Cora_alpha0.7000000000000001
0.0022211119086944097,0.6135011441340726,0.22700228826814528,2439,-0.7729977117318547,2708,0.09933530280649927,Cora_alpha0.8
0.0022216573683969377,0.6135166774390883,0.22703335487817666,2440,-0.7729666451218233,2708,0.09896602658788778,Cora_alpha0.9, 0.91
0.0022505667326309267,0.6143345318289859,0.22866906365797168,2365,-0.7713309363420283,2708,0.12666174298375188,Cora_0
0.00223665751021646,0.6139423554556449,0.22788471091128992,2397,-0.7721152890887102,2708,0.11484490398818314,Cora_alpha0.1
0.002236384780365196,0.6139346413669385,0.2278692827338772,2409,-0.7721307172661229,2708,0.11041358936484491,Cora_alpha0.2
0.0022350211311088757,0.6138960568068168,0.2277921136136335,2404,-0.7722078863863665,2708,0.11225997045790248,Cora_alpha0.30000000000000004
0.0022276574251247467,0.6136872925303617,0.2273745850607234,2420,-0.7726254149392766,2708,0.10635155096011817,Cora_alpha0.4
0.0022505667326309267,0.6143345318289859,0.22866906365797168,2365,-0.7713309363420283,2708,0.12666174298375188,Cora_0
0.0022227482878019937,0.6135477326112184,0.22709546522243695,2403,-0.7729045347775632,2708,0.11262924667651408,Cora_alpha0.1
0.0022339302117038197,0.6138651722050273,0.22773034441005469,2409,-0.7722696555899453,2708,0.11041358936484491,Cora_alpha0.2
0.00223529386096014,0.6139037756018185,0.22780755120363705,2403,-0.772192448796363,2708,0.11262924667651408,Cora_alpha0.30000000000000004
0.0022342029415550837,0.613872894769202,0.2277457895384042,2407,-0.7722542104615959,2708,0.1111521418020679,Cora_alpha0.4
0.0022287483445298027,0.61371826407779,0.2274365281555799,2423,-0.7725634718444201,2708,0.10524372230428358,Cora_alpha0.5
0.0022284756146785387,0.6137105226123996,0.2274210452247991,2424,-0.772578954775201,2708,0.10487444608567209,Cora_alpha0.6
0.002226021046017162,0.6136408067589922,0.2272816135179846,2424,-0.7727183864820155,2708,0.10487444608567209,Cora_alpha0.7000000000000001
0.0022178391504792407,0.6134078641205742,0.2268157282411486,2438,-0.7731842717588514,2708,0.09970457902511076,Cora_alpha0.8
0.0022505667326309267,0.6143345318289859,0.22866906365797168,2365,-0.7713309363420283,2708,0.12666174298375188,Cora_0
0.002236384780365196,0.6139346413669385,0.2278692827338772,2398,-0.7721307172661229,2708,0.11447562776957165,Cora_alpha0.1
0.0022399302684316287,0.6140348512211558,0.2280697024423115,2396,-0.7719302975576886,2708,0.11521418020679464,Cora_alpha0.2
0.002232021102744971,0.6138110878425868,0.2276221756851733,2411,-0.7723778243148266,2708,0.10967503692762182,Cora_alpha0.30000000000000004
0.0022276574251247467,0.6136872925303617,0.2273745850607234,2423,-0.7726254149392766,2708,0.10524372230428358,Cora_alpha0.4
0.002230384723637387,0.6137646929858253,0.22752938597165062,2413,-0.7724706140283495,2708,0.10893648449039883,Cora_alpha0.5
0.002225748316165898,0.6136330558082556,0.22726611161651122,2422,-0.7727338883834889,2708,0.10561299852289507,Cora_alpha0.6
0.00222520285646337,0.6136175510571096,0.22723510211421938,2429,-0.7727648978857807,2708,0.10302806499261452,Cora_alpha0.7000000000000001
0.0022216573683969377,0.6135166774390883,0.22703335487817666,2430,-0.7729666451218233,2708,0.10265878877400292,Cora_alpha0.8
0.0022265665057196907,0.6136563058119568,0.2273126116239138,2435,-0.7726873883760863,2708,0.10081240768094535,Cora_alpha0.9
