Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
1.0,1.0,1,-1.000000082240371e-09,0.0,40,GraphType.COMPLETE
