Automorphism Ratio (A_r1),Automorphism Ratio (A_r2),Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),data_name
0.06666666666666667,1.0,15,2.7080501861022097,RegularTilling.TRIANGULAR
