Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,H_auto_normalized,data_name
2.0795491120129677e-06,0.5068229838097209,0.013645967619441812,570692,13.240374231438166,-0.9863540323805581,576289,0.998191370688499,ogbl-ppa
