Automorphism Ratio (A_r1),Automorphism Ratio (A_r2),Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),data_name
0.004875,1.0,210,5.3329745155760575,RegularTilling.SQUARE_GRID
