0,0.1,0.7,0.9
"{'Automorphism Ratio (A_r1)': np.float64(0.00048115573008657815), 'Number of Unique Groups (C_auto)': 2091, 'Automorphism Entropy (H_auto)': np.float64(7.641682888438534)}","{'Automorphism Ratio (A_r1)': np.float64(0.0002420721374969741), 'Number of Unique Groups (C_auto)': 4131, 'Automorphism Entropy (H_auto)': np.float64(8.326270656405299)}","{'Automorphism Ratio (A_r1)': np.float64(0.0002420721374969741), 'Number of Unique Groups (C_auto)': 4131, 'Automorphism Entropy (H_auto)': np.float64(8.326270656405299)}","{'Automorphism Ratio (A_r1)': np.float64(0.0002420721374969741), 'Number of Unique Groups (C_auto)': 4131, 'Automorphism Entropy (H_auto)': np.float64(8.326270656405299)}"
