Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,H_auto_normalized,data_name
0.04777356982219424,0.897873740848394,0.795747481696788,1828861,10.63975060974098,-0.20425251830321198,2927963,0.7145655477193004,ogbl-citation2
