Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,H_auto_normalized,data_name
0.004875,0.6392105488432763,0.27842109768655254,210,5.3329745155760575,-0.7215789023134473,1600,0.7228447800901413,RegularTilling.SQUARE_GRID
