Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
0.48148148148148145,0.8336793798681981,4,1.002718260517516,-0.33264124026360387,9,G_high
