Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
0.1836734693877551,0.5645750340535797,6,1.7478680914667577,-0.8708499318928407,7,G_high
