Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
0.28,0.6045309775610838,4,1.3321790362101222,-0.7909380448778324,5,G_high
