data_name,num_node,Metric,Best Valid,Best Valid Mean,Mean List,Variance List,Test Result
0.2_GraphType.ERDOS_RENYI,2000,AUC,100.0 ± 0.0,100.0,"[100.0, 100.0, 65.0]","[0.0, 0.0, 12.91]",65.00 ± 12.91
0.2_GraphType.ERDOS_RENYI,2000,AUC,100.0 ± 0.0,100.0,"[100.0, 100.0, 65.0]","[0.0, 0.0, 12.91]",65.00 ± 12.91
