Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
0.15625,0.5536546824812272,7,1.9061547395398495,-0.8926906350375456,8,G_high
