Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Ratio (A_r_log),num_nodes,automorphism_score,data_name
0.0001844968195796457,0.565291094808552,0.13058218961710422,12998,-0.869417810382896,19717,0.3407719227062941,Pubmed
