Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,data_name
0.3333333333333333,0.6934264036172708,3,1.0986122856681098,-0.6131471927654584,6,G_high
