Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Ratio (A_r_log),num_nodes,automorphism_score,head
0.00015281514589171184,0.5009480826475602,0.0018961652951205998,6643,-0.9981038347048796,6654,0.001653140967838862,CiteSeer_inter0.1_intra0.3_edges2000
0.00015096311485962192,0.5002555064580764,0.0005110129161529642,6649,-0.9994889870838473,6654,0.0007514277126540181,CiteSeer_inter0.1_intra0.3_edges3000
0.00015073725741668412,0.5001704652835601,0.00034093056712047876,6650,-0.9996590694328796,6654,0.0006011421701231923,CiteSeer_inter0.1_intra0.3_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.3_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.4_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.4_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.4_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.4_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.4_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.5_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.5_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.5_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.5_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.5_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.6_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.6_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.6_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.6_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.6_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.7_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.7_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.7_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.7_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.7_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.8_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.8_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.8_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.8_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.8_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.9_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.9_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.9_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.9_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.1_intra0.9_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.1_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.1_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.1_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.1_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.1_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.2_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.2_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.2_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.2_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.2_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.3_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.3_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.3_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.3_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.3_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.4_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.4_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.4_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.4_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.4_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.5_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.5_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.5_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.5_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.5_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.6_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.6_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.6_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.6_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.6_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.7_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.7_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.7_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.7_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.7_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.8_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.8_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.8_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.8_edges4000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.8_edges5000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.9_edges1000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.9_edges2000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.9_edges3000
0.00015028554253080853,0.5,0.0,6654,-1.0,6654,0.0,CiteSeer_inter0.2_intra0.9_edges4000
