Metric,CN_Mean,CN_Var,RA_Mean,RA_Var,AA_Mean,AA_Var
Hits@20,0.4169999999999999,3.0814879110195774e-33,0.41770000000000007,3.0814879110195774e-33,0.4464,0.0
Hits@50,0.4169999999999999,3.0814879110195774e-33,0.5235000000000001,1.232595164407831e-32,0.524,0.0
Hits@100,0.5454,0.0,0.5454,0.0,0.5454,0.0
AUC,0.7725,0.0,0.7725,0.0,0.7725,0.0
AP,0.6887999999999999,1.232595164407831e-32,0.6889000000000001,1.232595164407831e-32,0.6889000000000001,1.232595164407831e-32
