name,num_nodes,num_edges,edge_density,degree_gini,avg_deg,avg_deg2,deg_heterogeneity,avg_shortest_path,approximate_diameter,num_triangles,avg_degree,coreness_eq_1,coreness_geq_2,coreness_geq_5,coreness_geq_10,coreness_gini,avg_cc,transitivity,cc_size,power_law_estimate
ddi_False,4267.0,2135822.0,0.11733337464515507,0.4688956540574018,804.5130296480443,796.0045673557149,-0.07569905273382245,2.123,inf,142099673.0,500.544189453125,0.020389032106866652,0.9796109678931334,0.924537145535505,0.9041481134286384,0.35115817086948115,0.5142590776306278,0.46811303106318475,1.0,1.2113049
