name,num_nodes,num_edges,edge_density,degree_gini,avg_deg,avg_deg2,deg_heterogeneity,avg_shortest_path,approximate_diameter,num_triangles,avg_degree,coreness_eq_1,coreness_geq_2,coreness_geq_5,coreness_geq_10,coreness_gini,avg_cc,transitivity,cc_size,power_law_estimate
ppa_False,576289.0,42463862.0,0.0001278614376968057,0.553602571143509,149.17193150373504,133.12949448456573,0.13144806810780466,inf,inf,329013264.0,73.68500518798828,0.013942657243154043,0.986057342756846,0.9435543624813245,0.8660498465179797,0.4472897481257201,0.22282188731802344,0.22386078297097559,0.9995661898804246,1.3300989
