name,num_nodes,num_edges,edge_density,degree_gini,avg_deg,avg_deg2,deg_heterogeneity,avg_shortest_path,approximate_diameter,num_triangles,avg_degree,coreness_eq_1,coreness_geq_2,coreness_geq_5,coreness_geq_10,coreness_gini,avg_cc,transitivity,cc_size,power_law_estimate
Photo_False,7650.0,166716.0,0.002849122914952358,0.5213388863774795,70.6563855947638,51.5746826706933,0.18287558987671845,inf,inf,246792.0,21.79294204711914,0.03895424836601307,0.936078431372549,0.8032679738562092,0.5905882352941176,0.367072265881599,0.2756164904300355,0.12442537109506951,0.9682352941176471,1.3789954
