name,num_nodes,num_edges,edge_density,degree_gini,avg_deg,avg_deg2,deg_heterogeneity,avg_shortest_path,approximate_diameter,num_triangles,avg_degree,coreness_eq_1,coreness_geq_2,coreness_geq_5,coreness_geq_10,coreness_gini,avg_cc,transitivity,cc_size,power_law_estimate
citation2_False,2927963.0,60703760.0,7.080836587872025e-06,0.570790471305008,89.75140427154619,68.20665505143795,0.31486895603113935,inf,inf,61221154.0,20.732404708862305,0.05353653717618699,0.9460047821642555,0.7538230503595844,0.4468683518200196,0.41921135739548965,0.17845341490567876,0.055967234523081895,0.9956754918009552,1.3937963
