Automorphism Ratio (A_r1),A_r_norm,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,H_auto_normalized,data_name
0.0007595027553505062,0.5983853512547079,7386,8.788044477632724,-0.803229297490584,7650,0.9827322198607851,Photo
