Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Entropy (H_auto),Automorphism Ratio (A_r_log),num_nodes,H_auto_normalized,data_name
0.52,0.8580016718173995,0.7160033436347992,4,0.9404479846553264,-0.28399665636520094,10,0.40843137025284226,GraphType.BARABASI_ALBERT
