Automorphism Ratio (A_r1),A_r_norm_2,A_r_norm_1,Number of Unique Groups (C_auto),Automorphism Ratio (A_r_log),num_nodes,automorphism_score,data_name
0.04777356982219424,0.897873740848394,0.795747481696788,1828861,-0.20425251830321198,2927963,0.37538110966566174,ogbl-citation2
